id,cluster
train_3403,6
train_3404,13
train_3405,2
train_3406,6
train_3407,11
train_3408,17
train_3409,8
train_3410,2
train_3411,4
train_3412,16
train_3413,16
train_3414,19
train_3415,13
train_3416,10
train_3417,13
train_3418,13
train_3419,13
train_3420,10
train_3421,7
train_3422,5
train_3423,13
train_3424,4
train_3425,2
train_3426,10
train_3427,7
train_3428,5
train_3429,8
train_3430,4
train_3431,8
train_3432,11
train_3433,6
train_3434,9
train_3435,15
train_3436,10
train_3437,13
train_3438,13
train_3439,12
train_3440,9
train_3441,6
train_3442,5
train_3443,5
train_3444,10
train_3445,10
train_3446,17
train_3447,15
train_3448,8
train_3449,19
train_3450,12
train_3451,2
train_3452,19
train_3453,11
train_3454,18
train_3455,19
train_3456,10
train_3457,0
train_3458,19
train_3459,19
train_3460,11
train_3461,12
train_3462,0
train_3463,11
train_3464,8
train_3465,17
train_3466,10
train_3467,7
train_3468,16
train_3469,2
train_3470,6
train_3471,17
train_3472,2
train_3473,11
train_3474,4
train_3475,8
train_3476,3
train_3477,5
train_3478,10
train_3479,13
train_3480,13
train_3481,15
train_3482,10
train_3483,17
train_3484,13
train_3485,16
train_3486,13
train_3487,13
train_3488,12
train_3489,10
train_3490,18
train_3491,14
train_3492,2
train_3493,7
train_3494,0
train_3495,16
train_3496,10
train_3497,5
train_3498,19
train_3499,8
train_3500,7
train_3501,13
train_3502,1
train_3503,9
train_3504,10
train_3505,1
train_3506,11
train_3507,13
train_3508,5
train_3509,13
train_3510,17
train_3511,3
train_3512,10
train_3513,19
train_3514,10
train_3515,18
train_3516,4
train_3517,12
train_3518,13
train_3519,1
train_3520,11
train_3521,12
train_3522,10
train_3523,5
train_3524,10
train_3525,7
train_3526,7
train_3527,19
train_3528,13
train_3529,2
train_3530,10
train_3531,16
train_3532,12
train_3533,3
train_3534,13
train_3535,10
train_3536,13
train_3537,6
train_3538,3
train_3539,1
train_3540,15
train_3541,19
train_3542,13
train_3543,4
train_3544,11
train_3545,13
train_3546,2
train_3547,10
train_3548,4
train_3549,10
train_3550,4
train_3551,3
train_3552,10
train_3553,1
train_3554,11
train_3555,19
train_3556,13
train_3557,7
train_3558,11
train_3559,2
train_3560,19
train_3561,3
train_3562,11
train_3563,1
train_3564,8
train_3565,3
train_3566,4
train_3567,17
train_3568,15
train_3569,2
train_3570,11
train_3571,12
train_3572,14
train_3573,19
train_3574,13
train_3575,8
train_3576,0
train_3577,0
train_3578,13
train_3579,3
train_3580,13
train_3581,9
train_3582,12
train_3583,2
train_3584,4
train_3585,12
train_3586,10
train_3587,8
train_3588,15
train_3589,13
train_3590,15
train_3591,13
train_3592,10
train_3593,15
train_3594,11
train_3595,2
train_3596,19
train_3597,13
train_3598,2
train_3599,8
train_3600,17
train_3601,6
train_3602,10
train_3603,3
train_3604,16
train_3605,7
train_3606,7
train_3607,9
train_3608,17
train_3609,10
train_3610,17
train_3611,10
train_3612,2
train_3613,7
train_3614,19
train_3615,7
train_3616,10
train_3617,16
train_3618,0
train_3619,16
train_3620,8
train_3621,2
train_3622,17
train_3623,13
train_3624,10
train_3625,15
train_3626,10
train_3627,13
train_3628,12
train_3629,4
train_3630,9
train_3631,16
train_3632,3
train_3633,13
train_3634,18
train_3635,13
train_3636,10
train_3637,16
train_3638,10
train_3639,10
train_3640,14
train_3641,0
train_3642,7
train_3643,8
train_3644,17
train_3645,16
train_3646,3
train_3647,2
train_3648,10
train_3649,4
train_3650,19
train_3651,13
train_3652,16
train_3653,10
train_3654,16
train_3655,15
train_3656,2
train_3657,10
train_3658,8
train_3659,1
train_3660,4
train_3661,7
train_3662,13
train_3663,11
train_3664,15
train_3665,1
train_3666,16
train_3667,16
train_3668,13
train_3669,13
train_3670,17
train_3671,4
train_3672,15
train_3673,17
train_3674,10
train_3675,19
train_3676,17
train_3677,18
train_3678,2
train_3679,9
train_3680,6
train_3681,13
train_3682,18
train_3683,3
train_3684,16
train_3685,10
train_3686,4
train_3687,13
train_3688,6
train_3689,12
train_3690,17
train_3691,7
train_3692,16
train_3693,6
train_3694,4
train_3695,12
train_3696,4
train_3697,13
train_3698,13
train_3699,13
train_3700,10
train_3701,15
train_3702,19
train_3703,9
train_3704,13
train_3705,10
train_3706,5
train_3707,1
train_3708,3
train_3709,5
train_3710,13
train_3711,11
train_3712,1
train_3713,8
train_3714,7
train_3715,11
train_3716,19
train_3717,13
train_3718,6
train_3719,9
train_3720,5
train_3721,17
train_3722,13
train_3723,19
train_3724,13
train_3725,13
train_3726,19
train_3727,3
train_3728,11
train_3729,7
train_3730,2
train_3731,6
train_3732,4
train_3733,13
train_3734,2
train_3735,0
train_3736,10
train_3737,1
train_3738,8
train_3739,19
train_3740,3
train_3741,12
train_3742,17
train_3743,4
train_3744,1
train_3745,4
train_3746,3
train_3747,0
train_3748,13
train_3749,2
train_3750,10
train_3751,10
train_3752,10
train_3753,10
train_3754,10
train_3755,10
train_3756,9
train_3757,18
train_3758,19
train_3759,10
train_3760,5
train_3761,13
train_3762,4
train_3763,6
train_3764,9
train_3765,15
train_3766,7
train_3767,13
train_3768,5
train_3769,10
train_3770,10
train_3771,10
train_3772,19
train_3773,10
train_3774,10
train_3775,10
train_3776,10
train_3777,18
train_3778,10
train_3779,13
train_3780,10
train_3781,10
train_3782,13
train_3783,10
train_3784,10
train_3785,1
train_3786,6
train_3787,13
train_3788,2
train_3789,8
train_3790,10
train_3791,13
train_3792,10
train_3793,7
train_3794,5
train_3795,10
train_3796,18
train_3797,2
train_3798,10
train_3799,5
train_3800,13
train_3801,13
train_3802,10
train_3803,12
train_3804,4
train_3805,11
train_3806,13
train_3807,13
train_3808,13
train_3809,1
train_3810,13
train_3811,13
train_3812,17
train_3813,18
train_3814,7
train_3815,6
train_3816,19
train_3817,3
train_3818,13
train_3819,10
train_3820,13
train_3821,15
train_3822,10
train_3823,15
train_3824,12
train_3825,10
train_3826,13
train_3827,13
train_3828,13
train_3829,10
train_3830,13
train_3831,13
train_3832,13
train_3833,3
train_3834,13
train_3835,13
train_3836,9
train_3837,1
train_3838,4
train_3839,12
train_3840,17
train_3841,6
train_3842,12
train_3843,10
train_3844,13
train_3845,10
train_3846,15
train_3847,7
train_3848,5
train_3849,1
train_3850,17
train_3851,13
train_3852,10
train_3853,13
train_3854,12
train_3855,12
train_3856,8
train_3857,15
train_3858,13
train_3859,17
train_3860,13
train_3861,19
train_3862,12
train_3863,10
train_3864,12
train_3865,15
train_3866,13
train_3867,10
train_3868,9
train_3869,1
train_3870,13
train_3871,9
train_3872,7
train_3873,9
train_3874,10
train_3875,17
train_3876,13
train_3877,3
train_3878,13
train_3879,1
train_3880,8
train_3881,0
train_3882,1
train_3883,16
train_3884,4
train_3885,2
train_3886,10
train_3887,0
train_3888,5
train_3889,7
train_3890,15
train_3891,12
train_3892,6
train_3893,15
train_3894,12
train_3895,2
train_3896,14
train_3897,11
train_3898,2
train_3899,0
train_3900,1
train_3901,12
train_3902,17
train_3903,19
train_3904,14
train_3905,16
train_3906,1
train_3907,5
train_3908,9
train_3909,4
train_3910,19
train_3911,12
train_3912,12
train_3913,19
train_3914,13
train_3915,14
train_3916,0
train_3917,7
train_3918,12
train_3919,9
train_3920,8
train_3921,3
train_3922,15
train_3923,12
train_3924,2
train_3925,1
train_3926,13
train_3927,17
train_3928,12
train_3929,10
train_3930,1
train_3931,13
train_3932,9
train_3933,5
train_3934,1
train_3935,6
train_3936,9
train_3937,10
train_3938,16
train_3939,10
train_3940,16
train_3941,15
train_3942,19
train_3943,15
train_3944,17
train_3945,13
train_3946,1
train_3947,10
train_3948,16
train_3949,7
train_3950,15
train_3951,4
train_3952,15
train_3953,10
train_3954,19
train_3955,15
train_3956,8
train_3957,10
train_3958,19
train_3959,7
train_3960,13
train_3961,3
train_3962,15
train_3963,19
train_3964,2
train_3965,10
train_3966,11
train_3967,3
train_3968,10
train_3969,11
train_3970,18
train_3971,15
train_3972,5
train_3973,16
train_3974,19
train_3975,17
train_3976,4
train_3977,11
train_3978,10
train_3979,13
train_3980,9
train_3981,10
train_3982,2
train_3983,19
train_3984,13
train_3985,7
train_3986,9
train_3987,5
train_3988,5
train_3989,19
train_3990,17
train_3991,3
train_3992,2
train_3993,14
train_3994,15
train_3995,12
train_3996,13
train_3997,8
train_3998,9
train_3999,17
train_4000,18
train_4001,19
train_4002,13
train_4003,3
train_4004,18
train_4005,17
train_4006,13
train_4007,7
train_4008,10
train_4009,12
train_4010,3
train_4011,17
train_4012,13
train_4013,3
train_4014,12
train_4015,19
train_4016,9
train_4017,19
train_4018,13
train_4019,2
train_4020,18
train_4021,11
train_4022,5
train_4023,5
train_4024,1
train_4025,1
train_4026,3
train_4027,2
train_4028,13
train_4029,12
train_4030,18
train_4031,12
train_4032,8
train_4033,13
train_4034,6
train_4035,10
train_4036,5
train_4037,13
train_4038,10
train_4039,16
train_4040,17
train_4041,2
train_4042,13
train_4043,13
train_4044,17
train_4045,19
train_4046,9
train_4047,4
train_4048,18
train_4049,17
train_4050,10
train_4051,17
train_4052,13
train_4053,16
train_4054,13
train_4055,13
train_4056,10
train_4057,19
train_4058,13
train_4059,13
train_4060,2
train_4061,7
train_4062,7
train_4063,1
train_4064,2
train_4065,14
train_4066,1
train_4067,16
train_4068,5
train_4069,16
train_4070,16
train_4071,8
train_4072,13
train_4073,3
train_4074,7
train_4075,17
train_4076,13
train_4077,5
train_4078,11
train_4079,19
train_4080,5
train_4081,17
train_4082,15
train_4083,13
train_4084,18
train_4085,4
train_4086,12
train_4087,5
train_4088,8
train_4089,2
train_4090,16
train_4091,2
train_4092,16
train_4093,1
train_4094,15
train_4095,13
train_4096,19
train_4097,10
train_4098,18
train_4099,13
train_4100,15
train_4101,8
train_4102,17
train_4103,17
train_4104,0
train_4105,17
train_4106,11
train_4107,11
train_4108,12
train_4109,19
train_4110,13
train_4111,18
train_4112,13
train_4113,1
train_4114,1
train_4115,16
train_4116,8
train_4117,13
train_4118,19
train_4119,1
train_4120,13
train_4121,9
train_4122,14
train_4123,19
train_4124,7
train_4125,7
train_4126,12
train_4127,12
train_4128,17
train_4129,15
train_4130,1
train_4131,7
train_4132,13
train_4133,2
train_4134,1
train_4135,1
train_4136,3
train_4137,7
train_4138,13
train_4139,13
train_4140,0
train_4141,3
train_4142,10
train_4143,15
train_4144,15
train_4145,12
train_4146,11
train_4147,10
train_4148,12
train_4149,4
train_4150,10
train_4151,17
train_4152,15
train_4153,10
train_4154,13
train_4155,13
train_4156,10
train_4157,7
train_4158,10
train_4159,5
train_4160,13
train_4161,7
train_4162,13
train_4163,13
train_4164,17
train_4165,19
train_4166,10
train_4167,13
train_4168,0
train_4169,1
train_4170,12
train_4171,4
train_4172,18
train_4173,10
train_4174,11
train_4175,12
train_4176,8
train_4177,13
train_4178,3
train_4179,10
train_4180,10
train_4181,1
train_4182,10
train_4183,10
train_4184,3
train_4185,10
train_4186,11
train_4187,13
train_4188,18
train_4189,4
train_4190,6
train_4191,17
train_4192,15
train_4193,15
train_4194,13
train_4195,12
train_4196,10
train_4197,4
train_4198,19
train_4199,15
train_4200,4
train_4201,4
train_4202,9
train_4203,10
train_4204,12
train_4205,1
train_4206,1
train_4207,10
train_4208,8
train_4209,4
train_4210,19
train_4211,10
train_4212,8
train_4213,8
train_4214,2
train_4215,3
train_4216,10
train_4217,13
train_4218,12
train_4219,2
train_4220,10
train_4221,8
train_4222,11
train_4223,5
train_4224,1
train_4225,5
train_4226,1
train_4227,5
train_4228,11
train_4229,2
train_4230,15
train_4231,19
train_4232,8
train_4233,5
train_4234,2
train_4235,17
train_4236,19
train_4237,15
train_4238,13
train_4239,8
train_4240,12
train_4241,13
train_4242,10
train_4243,9
train_4244,9
train_4245,10
train_4246,15
train_4247,17
train_4248,18
train_4249,7
train_4250,1
train_4251,13
train_4252,13
train_4253,12
train_4254,6
train_4255,2
train_4256,5
train_4257,12
train_4258,8
train_4259,15
train_4260,12
train_4261,10
train_4262,15
train_4263,19
train_4264,15
train_4265,17
train_4266,17
train_4267,12
train_4268,1
train_4269,6
train_4270,15
train_4271,16
train_4272,10
train_4273,2
train_4274,11
train_4275,10
train_4276,4
train_4277,1
train_4278,7
train_4279,17
train_4280,19
train_4281,5
train_4282,16
train_4283,2
train_4284,3
train_4285,16
train_4286,13
train_4287,0
train_4288,16
train_4289,8
train_4290,7
train_4291,19
train_4292,9
train_4293,17
train_4294,14
train_4295,11
train_4296,11
train_4297,15
train_4298,6
train_4299,8
train_4300,1
train_4301,3
train_4302,7
train_4303,12
train_4304,2
train_4305,8
train_4306,3
train_4307,13
train_4308,12
train_4309,9
train_4310,16
train_4311,17
train_4312,5
train_4313,10
train_4314,15
train_4315,18
train_4316,13
train_4317,12
train_4318,5
train_4319,17
train_4320,8
train_4321,2
train_4322,15
train_4323,7
train_4324,8
train_4325,19
train_4326,17
train_4327,11
train_4328,17
train_4329,7
train_4330,3
train_4331,15
train_4332,6
train_4333,7
train_4334,2
train_4335,19
train_4336,7
train_4337,2
train_4338,13
train_4339,10
train_4340,2
train_4341,2
train_4342,13
train_4343,19
train_4344,13
train_4345,2
train_4346,2
train_4347,12
train_4348,17
train_4349,2
train_4350,16
train_4351,6
train_4352,6
train_4353,2
train_4354,6
train_4355,7
train_4356,4
train_4357,17
train_4358,17
train_4359,17
train_4360,6
train_4361,13
train_4362,3
train_4363,2
train_4364,15
train_4365,3
train_4366,17
train_4367,13
train_4368,17
train_4369,16
train_4370,2
train_4371,18
train_4372,8
train_4373,11
train_4374,16
train_4375,13
train_4376,12
train_4377,13
train_4378,11
train_4379,16
train_4380,1
train_4381,16
train_4382,15
train_4383,2
train_4384,19
train_4385,16
train_4386,3
train_4387,18
train_4388,6
train_4389,16
train_4390,2
train_4391,19
train_4392,10
train_4393,15
train_4394,17
train_4395,16
train_4396,2
train_4397,2
train_4398,17
train_4399,11
train_4400,8
train_4401,19
train_4402,16
train_4403,16
train_4404,2
train_4405,8
train_4406,3
train_4407,10
train_4408,2
train_4409,15
train_4410,13
train_4411,1
train_4412,19
train_4413,8
train_4414,7
train_4415,2
train_4416,8
train_4417,10
train_4418,16
train_4419,16
train_4420,10
train_4421,4
train_4422,5
train_4423,7
train_4424,16
train_4425,5
train_4426,15
train_4427,12
train_4428,16
train_4429,10
train_4430,10
train_4431,10
train_4432,2
train_4433,17
train_4434,13
train_4435,3
train_4436,16
train_4437,8
train_4438,6
train_4439,13
train_4440,10
train_4441,16
train_4442,10
train_4443,9
train_4444,7
train_4445,10
train_4446,13
train_4447,10
train_4448,19
train_4449,9
train_4450,17
train_4451,4
train_4452,13
train_4453,17
train_4454,10
train_4455,19
train_4456,16
train_4457,0
train_4458,13
train_4459,13
train_4460,18
train_4461,18
train_4462,7
train_4463,7
train_4464,18
train_4465,13
train_4466,0
train_4467,4
train_4468,4
train_4469,2
train_4470,6
train_4471,12
train_4472,4
train_4473,5
train_4474,4
train_4475,13
train_4476,5
train_4477,18
train_4478,11
train_4479,1
train_4480,15
train_4481,19
train_4482,12
train_4483,15
train_4484,17
train_4485,10
train_4486,13
train_4487,15
train_4488,4
train_4489,13
train_4490,3
train_4491,12
train_4492,8
train_4493,3
train_4494,7
train_4495,13
train_4496,2
train_4497,7
train_4498,2
train_4499,6
train_4500,1
train_4501,10
train_4502,1
train_4503,2
train_4504,2
train_4505,7
train_4506,11
train_4507,6
train_4508,10
train_4509,13
train_4510,13
train_4511,2
train_4512,17
train_4513,8
train_4514,8
train_4515,8
train_4516,10
train_4517,7
train_4518,11
train_4519,2
train_4520,7
train_4521,0
train_4522,12
train_4523,13
train_4524,1
train_4525,17
train_4526,15
train_4527,10
train_4528,13
train_4529,7
train_4530,8
train_4531,10
train_4532,10
train_4533,1
train_4534,12
train_4535,1
train_4536,14
train_4537,14
train_4538,13
train_4539,13
train_4540,1
train_4541,4
train_4542,4
train_4543,10
train_4544,1
train_4545,19
train_4546,8
train_4547,8
train_4548,14
train_4549,9
train_4550,12
train_4551,1
train_4552,13
train_4553,4
train_4554,17
train_4555,2
train_4556,15
train_4557,1
train_4558,17
train_4559,8
train_4560,13
train_4561,7
train_4562,4
train_4563,7
train_4564,18
train_4565,13
train_4566,12
train_4567,11
train_4568,16
train_4569,3
train_4570,1
train_4571,3
train_4572,13
train_4573,15
train_4574,13
train_4575,9
train_4576,12
train_4577,1
train_4578,2
train_4579,2
train_4580,12
train_4581,13
train_4582,15
train_4583,16
train_4584,13
train_4585,10
train_4586,15
train_4587,18
train_4588,16
train_4589,19
train_4590,5
train_4591,8
train_4592,16
train_4593,17
train_4594,1
train_4595,13
train_4596,13
train_4597,9
train_4598,4
train_4599,2
train_4600,13
train_4601,10
train_4602,3
train_4603,14
train_4604,3
train_4605,10
train_4606,12
train_4607,2
train_4608,9
train_4609,18
train_4610,10
train_4611,18
train_4612,4
train_4613,17
train_4614,13
train_4615,3
train_4616,13
train_4617,16
train_4618,4
train_4619,13
train_4620,12
train_4621,16
train_4622,13
train_4623,9
train_4624,17
train_4625,16
train_4626,7
train_4627,15
train_4628,11
train_4629,16
train_4630,4
train_4631,9
train_4632,19
train_4633,16
train_4634,16
train_4635,12
train_4636,13
train_4637,7
train_4638,15
train_4639,17
train_4640,13
train_4641,8
train_4642,13
train_4643,8
train_4644,13
train_4645,13
train_4646,12
train_4647,16
train_4648,9
train_4649,4
train_4650,6
train_4651,8
train_4652,17
train_4653,17
train_4654,13
train_4655,13
train_4656,13
train_4657,13
train_4658,13
train_4659,7
train_4660,13
train_4661,10
train_4662,3
train_4663,14
train_4664,12
train_4665,10
train_4666,17
train_4667,12
train_4668,18
train_4669,15
train_4670,13
train_4671,16
train_4672,10
train_4673,15
train_4674,10
train_4675,13
train_4676,6
train_4677,19
train_4678,13
train_4679,3
train_4680,13
train_4681,3
train_4682,0
train_4683,13
train_4684,10
train_4685,10
train_4686,10
train_4687,10
train_4688,13
train_4689,9
train_4690,10
train_4691,13
train_4692,13
train_4693,13
train_4694,13
train_4695,10
train_4696,6
train_4697,13
train_4698,13
train_4699,12
train_4700,13
train_4701,10
train_4702,1
train_4703,10
train_4704,10
train_4705,13
train_4706,13
train_4707,2
train_4708,2
train_4709,13
train_4710,9
train_4711,2
train_4712,11
train_4713,13
train_4714,13
train_4715,9
train_4716,17
train_4717,13
train_4718,19
train_4719,4
train_4720,10
train_4721,10
train_4722,8
train_4723,9
train_4724,10
train_4725,10
train_4726,12
train_4727,10
train_4728,4
train_4729,0
train_4730,15
train_4731,9
train_4732,10
train_4733,10
train_4734,12
train_4735,10
train_4736,8
train_4737,10
train_4738,19
train_4739,16
train_4740,19
train_4741,13
train_4742,16
train_4743,3
train_4744,8
train_4745,6
train_4746,10
train_4747,1
train_4748,5
train_4749,13
train_4750,7
train_4751,15
train_4752,17
train_4753,6
train_4754,18
train_4755,9
train_4756,7
train_4757,12
train_4758,15
train_4759,18
train_4760,18
train_4761,16
train_4762,11
train_4763,5
train_4764,10
train_4765,16
train_4766,15
train_4767,2
train_4768,13
train_4769,16
train_4770,3
train_4771,13
train_4772,13
train_4773,16
train_4774,15
train_4775,4
train_4776,13
train_4777,1
train_4778,10
train_4779,10
train_4780,13
train_4781,10
train_4782,3
train_4783,3
train_4784,12
train_4785,10
train_4786,10
train_4787,16
train_4788,2
train_4789,17
train_4790,1
train_4791,16
train_4792,9
train_4793,10
train_4794,1
train_4795,13
train_4796,0
train_4797,9
train_4798,4
train_4799,13
train_4800,10
train_4801,15
train_4802,13
train_4803,7
train_4804,17
train_4805,1
train_4806,13
train_4807,19
train_4808,13
train_4809,15
train_4810,3
train_4811,10
train_4812,9
train_4813,4
train_4814,7
train_4815,0
train_4816,10
train_4817,17
train_4818,10
train_4819,17
train_4820,19
train_4821,15
train_4822,3
train_4823,15
train_4824,4
train_4825,11
train_4826,3
train_4827,7
train_4828,13
train_4829,19
train_4830,2
train_4831,13
train_4832,10
train_4833,1
train_4834,16
train_4835,10
train_4836,13
train_4837,3
train_4838,5
train_4839,19
train_4840,1
train_4841,10
train_4842,12
train_4843,7
train_4844,2
train_4845,5
train_4846,10
train_4847,12
train_4848,9
train_4849,10
train_4850,13
train_4851,17
train_4852,4
train_4853,16
train_4854,1
train_4855,1
train_4856,11
train_4857,0
train_4858,14
train_4859,13
train_4860,13
train_4861,17
train_4862,15
train_4863,2
train_4864,12
train_4865,13
train_4866,13
train_4867,19
train_4868,6
train_4869,18
train_4870,13
train_4871,16
train_4872,18
train_4873,3
train_4874,12
train_4875,19
train_4876,12
train_4877,13
train_4878,4
train_4879,13
train_4880,10
train_4881,15
train_4882,10
train_4883,7
train_4884,2
train_4885,8
train_4886,17
train_4887,13
train_4888,5
train_4889,17
train_4890,17
train_4891,9
train_4892,15
train_4893,8
train_4894,13
train_4895,10
train_4896,19
train_4897,2
train_4898,4
train_4899,19
train_4900,3
train_4901,0
train_4902,9
train_4903,18
train_4904,19
train_4905,13
train_4906,11
train_4907,17
train_4908,15
train_4909,8
train_4910,17
train_4911,12
train_4912,10
train_4913,16
train_4914,13
train_4915,16
train_4916,13
train_4917,6
train_4918,2
train_4919,9
train_4920,17
train_4921,4
train_4922,5
train_4923,17
train_4924,19
train_4925,1
train_4926,13
train_4927,12
train_4928,17
train_4929,16
train_4930,1
train_4931,3
train_4932,12
train_4933,7
train_4934,8
train_4935,3
train_4936,3
train_4937,13
train_4938,4
train_4939,15
train_4940,2
train_4941,17
train_4942,10
train_4943,17
train_4944,12
train_4945,2
train_4946,13
train_4947,10
train_4948,7
train_4949,18
train_4950,1
train_4951,13
train_4952,5
train_4953,4
train_4954,18
train_4955,10
train_4956,15
train_4957,12
train_4958,17
train_4959,10
train_4960,7
train_4961,19
train_4962,13
train_4963,7
train_4964,7
train_4965,17
train_4966,7
train_4967,12
train_4968,19
train_4969,7
train_4970,15
train_4971,15
train_4972,5
train_4973,15
train_4974,10
train_4975,7
train_4976,13
train_4977,12
train_4978,10
train_4979,19
train_4980,1
train_4981,4
train_4982,13
train_4983,2
train_4984,17
train_4985,7
train_4986,6
train_4987,18
train_4988,13
train_4989,12
train_4990,10
train_4991,13
train_4992,14
train_4993,10
train_4994,19
train_4995,15
train_4996,10
train_4997,10
train_4998,4
train_4999,1
train_5000,8
train_5001,1
train_5002,5
train_5003,1
train_5004,0
train_5005,4
train_5006,12
train_5007,10
train_5008,1
train_5009,10
train_5010,0
train_5011,18
train_5012,13
train_5013,19
train_5014,10
train_5015,6
train_5016,6
train_5017,7
train_5018,4
train_5019,12
train_5020,2
train_5021,2
train_5022,13
train_5023,10
train_5024,1
train_5025,1
train_5026,1
train_5027,7
train_5028,10
train_5029,6
train_5030,3
train_5031,9
train_5032,1
train_5033,0
train_5034,13
train_5035,2
train_5036,3
train_5037,1
train_5038,18
train_5039,12
train_5040,5
train_5041,15
train_5042,10
train_5043,12
train_5044,7
train_5045,19
train_5046,1
train_5047,4
train_5048,2
train_5049,0
train_5050,13
train_5051,5
train_5052,17
train_5053,0
train_5054,2
train_5055,13
train_5056,10
train_5057,10
train_5058,13
train_5059,18
train_5060,8
train_5061,9
train_5062,19
train_5063,13
train_5064,19
train_5065,2
train_5066,13
train_5067,3
train_5068,9
train_5069,3
train_5070,10
train_5071,10
train_5072,13
train_5073,10
train_5074,12
train_5075,8
train_5076,1
train_5077,10
train_5078,5
train_5079,9
train_5080,10
train_5081,15
train_5082,8
train_5083,18
train_5084,7
train_5085,10
train_5086,13
train_5087,19
train_5088,17
train_5089,17
train_5090,4
train_5091,12
train_5092,19
train_5093,13
train_5094,13
train_5095,4
train_5096,10
train_5097,10
train_5098,13
train_5099,14
train_5100,0
train_5101,17
train_5102,8
train_5103,15
train_5104,13
train_5105,13
train_5106,2
train_5107,12
train_5108,10
train_5109,10
train_5110,2
train_5111,13
train_5112,15
train_5113,2
train_5114,4
train_5115,10
train_5116,13
train_5117,2
train_5118,4
train_5119,10
train_5120,13
train_5121,12
train_5122,13
train_5123,13
train_5124,10
train_5125,7
train_5126,13
train_5127,13
train_5128,7
train_5129,19
train_5130,12
train_5131,4
train_5132,13
train_5133,18
train_5134,12
train_5135,1
train_5136,13
train_5137,16
train_5138,10
train_5139,11
train_5140,9
train_5141,13
train_5142,8
train_5143,7
train_5144,11
train_5145,17
train_5146,19
train_5147,8
train_5148,10
train_5149,16
train_5150,10
train_5151,13
train_5152,13
train_5153,3
train_5154,10
train_5155,2
train_5156,13
train_5157,12
train_5158,6
train_5159,13
train_5160,13
train_5161,10
train_5162,12
train_5163,18
train_5164,13
train_5165,13
train_5166,10
train_5167,17
train_5168,10
train_5169,2
train_5170,4
train_5171,10
train_5172,12
train_5173,15
train_5174,4
train_5175,19
train_5176,11
train_5177,2
train_5178,3
train_5179,4
train_5180,3
train_5181,8
train_5182,4
train_5183,13
train_5184,12
train_5185,8
train_5186,15
train_5187,18
train_5188,6
train_5189,18
train_5190,4
train_5191,13
train_5192,12
train_5193,13
train_5194,19
train_5195,15
train_5196,16
train_5197,4
train_5198,7
train_5199,15
train_5200,8
train_5201,17
train_5202,5
train_5203,5
train_5204,13
train_5205,11
train_5206,13
train_5207,17
train_5208,12
train_5209,8
train_5210,5
train_5211,2
train_5212,11
train_5213,13
train_5214,5
train_5215,12
train_5216,9
train_5217,5
train_5218,2
train_5219,9
train_5220,1
train_5221,1
train_5222,0
train_5223,3
train_5224,15
train_5225,19
train_5226,4
train_5227,7
train_5228,15
train_5229,4
train_5230,4
train_5231,9
train_5232,13
train_5233,16
train_5234,16
train_5235,15
train_5236,17
train_5237,18
train_5238,10
train_5239,5
train_5240,16
train_5241,17
train_5242,4
train_5243,7
train_5244,3
train_5245,15
train_5246,7
train_5247,13
train_5248,10
train_5249,7
train_5250,13
train_5251,17
train_5252,13
train_5253,17
train_5254,13
train_5255,3
train_5256,1
train_5257,13
train_5258,1
train_5259,7
train_5260,16
train_5261,16
train_5262,16
train_5263,7
train_5264,12
train_5265,7
train_5266,17
train_5267,2
train_5268,7
train_5269,16
train_5270,15
train_5271,10
train_5272,2
train_5273,17
train_5274,13
train_5275,3
train_5276,11
train_5277,13
train_5278,2
train_5279,19
train_5280,18
train_5281,4
train_5282,10
train_5283,13
train_5284,13
train_5285,1
train_5286,18
train_5287,18
train_5288,1
train_5289,13
train_5290,11
train_5291,13
train_5292,4
train_5293,12
train_5294,1
train_5295,7
train_5296,15
train_5297,18
train_5298,9
train_5299,0
train_5300,10
train_5301,9
train_5302,10
train_5303,14
train_5304,10
train_5305,3
train_5306,12
train_5307,13
train_5308,7
train_5309,13
train_5310,10
train_5311,3
train_5312,10
train_5313,1
train_5314,2
train_5315,7
train_5316,3
train_5317,14
train_5318,13
train_5319,17
train_5320,8
train_5321,19
train_5322,11
train_5323,10
train_5324,13
train_5325,10
train_5326,10
train_5327,10
train_5328,10
train_5329,19
train_5330,19
train_5331,16
train_5332,16
train_5333,4
train_5334,7
train_5335,13
train_5336,18
train_5337,15
train_5338,10
train_5339,15
train_5340,13
train_5341,13
train_5342,15
train_5343,13
train_5344,14
train_5345,12
train_5346,15
train_5347,11
train_5348,13
train_5349,4
train_5350,2
train_5351,12
train_5352,19
train_5353,7
train_5354,16
train_5355,7
train_5356,13
train_5357,5
train_5358,13
train_5359,11
train_5360,2
train_5361,10
train_5362,8
train_5363,19
train_5364,5
train_5365,1
train_5366,2
train_5367,12
train_5368,16
train_5369,3
train_5370,13
train_5371,17
train_5372,17
train_5373,13
train_5374,10
train_5375,13
train_5376,13
train_5377,8
train_5378,11
train_5379,13
train_5380,7
train_5381,3
train_5382,4
train_5383,18
train_5384,2
train_5385,4
train_5386,14
train_5387,0
train_5388,2
train_5389,17
train_5390,13
train_5391,15
train_5392,8
train_5393,18
train_5394,13
train_5395,8
train_5396,10
train_5397,13
train_5398,17
train_5399,10
train_5400,7
train_5401,17
